Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S07229,9.11,"['Embedded Systems', 'Blockchain']",IoT,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07230,5.99,['Embedded Systems'],Web Development,57,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07231,9.65,"['Web Development', 'IoT']",Cloud Computing,88,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07232,6.95,"['Blockchain', 'Cybersecurity']",AR/VR,67,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07233,6.23,"['Cybersecurity', 'Embedded Systems']",IoT,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07234,8.54,['Embedded Systems'],AR/VR,61,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07235,7.61,[],Embedded Systems,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07236,8.49,"['Cloud Computing', 'Web Development']",AI/ML,99,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07237,7.15,"['Web Development', 'AI/ML']",Embedded Systems,66,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07238,9.16,[],IoT,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07239,8.4,[],Cloud Computing,71,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07240,9.26,"['AI/ML', 'Cybersecurity']",Blockchain,63,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07241,7.12,"['Web Development', 'AR/VR', 'Cloud Computing']",AR/VR,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07242,6.17,['AR/VR'],IoT,81,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07243,5.33,[],AR/VR,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07244,6.8,[],Cloud Computing,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07245,7.66,['Cybersecurity'],Cloud Computing,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07246,7.2,"['Embedded Systems', 'IoT']",Embedded Systems,96,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07247,9.64,"['Blockchain', 'Embedded Systems', 'IoT']",IoT,56,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07248,8.37,['IoT'],Cloud Computing,94,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07249,9.51,[],Web Development,74,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07250,9.73,[],Embedded Systems,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07251,6.98,[],Cloud Computing,68,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07252,8.71,"['Cloud Computing', 'AR/VR']",AR/VR,69,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07253,7.91,"['Cloud Computing', 'Embedded Systems']",Web Development,88,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07254,6.29,"['Cloud Computing', 'IoT', 'Blockchain']",Embedded Systems,58,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07255,6.28,['Web Development'],Web Development,87,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07256,9.65,"['Cloud Computing', 'Embedded Systems', 'IoT']",Cybersecurity,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07257,9.63,['Embedded Systems'],Web Development,88,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07258,9.35,[],Embedded Systems,55,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07259,6.59,"['Web Development', 'Cybersecurity', 'Blockchain']",Cloud Computing,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07260,8.53,"['Cloud Computing', 'AR/VR']",Blockchain,99,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07261,7.14,"['Cloud Computing', 'IoT', 'AR/VR']",Embedded Systems,69,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07262,8.56,"['AI/ML', 'IoT']",AR/VR,78,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07263,5.66,['AR/VR'],IoT,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07264,9.33,"['Cloud Computing', 'Cybersecurity', 'Web Development']",AR/VR,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07265,5.59,"['Embedded Systems', 'AI/ML']",AI/ML,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07266,7.87,['AI/ML'],Web Development,50,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07267,8.95,"['Web Development', 'Embedded Systems']",Cybersecurity,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07268,9.6,"['IoT', 'Blockchain', 'AR/VR']",AR/VR,96,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07269,5.45,['IoT'],AR/VR,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07270,9.39,['Cybersecurity'],Cybersecurity,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07271,9.39,"['Blockchain', 'Cybersecurity']",Web Development,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07272,5.87,"['Cybersecurity', 'AR/VR', 'Cloud Computing']",AR/VR,98,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07273,8.07,['Web Development'],IoT,65,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07274,7.89,"['AR/VR', 'IoT', 'Embedded Systems']",Embedded Systems,60,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07275,6.94,[],Cybersecurity,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07276,8.29,"['Cybersecurity', 'Blockchain', 'IoT']",Blockchain,69,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07277,6.54,"['Embedded Systems', 'IoT', 'Blockchain']",Cybersecurity,57,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07278,9.95,"['AR/VR', 'Embedded Systems', 'Cybersecurity']",Blockchain,91,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07279,7.18,[],AI/ML,66,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07280,7.82,['AR/VR'],Cybersecurity,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07281,9.88,"['IoT', 'Cloud Computing']",Cloud Computing,85,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07282,9.39,[],Blockchain,98,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07283,9.06,['Cybersecurity'],Embedded Systems,71,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07284,8.98,"['Cybersecurity', 'IoT']",Cloud Computing,64,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07285,5.76,[],Embedded Systems,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07286,6.72,"['Embedded Systems', 'Blockchain']",IoT,62,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07287,8.01,[],AR/VR,58,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07288,6.59,[],Cybersecurity,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07289,8.94,[],IoT,99,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07290,7.39,"['Embedded Systems', 'Web Development']",Embedded Systems,75,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07291,5.99,['AI/ML'],Web Development,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07292,8.0,['Cloud Computing'],Cybersecurity,69,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07293,6.31,['IoT'],Cybersecurity,55,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07294,6.78,"['AR/VR', 'AI/ML', 'Cybersecurity']",Blockchain,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07295,6.06,['Web Development'],Embedded Systems,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07296,7.45,[],Cloud Computing,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07297,8.93,"['Web Development', 'Cybersecurity', 'AI/ML']",Embedded Systems,88,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07298,5.4,[],Cloud Computing,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07299,7.15,"['Web Development', 'Cybersecurity', 'Blockchain']",AI/ML,87,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07300,9.59,"['Web Development', 'AI/ML', 'AR/VR']",Web Development,78,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07301,5.73,"['Blockchain', 'AI/ML', 'Cybersecurity']",Cybersecurity,75,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07302,5.06,"['AI/ML', 'Web Development']",AI/ML,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07303,8.25,"['Cybersecurity', 'AR/VR']",Blockchain,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07304,8.35,[],Blockchain,69,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07305,5.29,"['Cloud Computing', 'AI/ML']",Cybersecurity,79,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07306,7.74,[],AI/ML,55,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07307,5.48,[],Cloud Computing,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07308,5.06,[],Web Development,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07309,7.75,[],Blockchain,75,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07310,6.56,"['Web Development', 'AI/ML', 'Cybersecurity']",Blockchain,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07311,8.75,"['Cybersecurity', 'Cloud Computing']",Cloud Computing,90,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07312,8.32,"['Cybersecurity', 'Blockchain', 'IoT']",Web Development,68,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07313,6.43,"['Blockchain', 'Web Development', 'AI/ML']",IoT,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07314,6.02,"['IoT', 'AR/VR']",Cloud Computing,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07315,9.11,"['Cloud Computing', 'IoT']",AI/ML,70,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07316,9.41,"['Cloud Computing', 'AR/VR']",Embedded Systems,54,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07317,8.81,"['AI/ML', 'Web Development']",Cloud Computing,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07318,9.55,"['AR/VR', 'AI/ML']",IoT,71,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07319,9.01,"['IoT', 'Embedded Systems']",Blockchain,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07320,9.79,[],Embedded Systems,68,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07321,9.96,['AR/VR'],IoT,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07322,5.88,[],Web Development,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07323,7.05,"['Cloud Computing', 'Embedded Systems', 'Web Development']",IoT,51,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07324,7.8,['Embedded Systems'],Cybersecurity,68,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07325,9.69,"['Embedded Systems', 'IoT', 'AR/VR']",AI/ML,64,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07326,5.44,"['AR/VR', 'Cloud Computing', 'Web Development']",Web Development,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07327,7.77,[],AR/VR,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07328,8.02,"['AI/ML', 'Embedded Systems']",Blockchain,93,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07329,9.67,"['Web Development', 'AR/VR']",AR/VR,65,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07330,7.05,['AI/ML'],Blockchain,78,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07331,9.76,['Cybersecurity'],IoT,96,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07332,5.3,"['AR/VR', 'Cloud Computing', 'Cybersecurity']",IoT,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07333,5.8,"['IoT', 'AR/VR']",AI/ML,76,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07334,9.43,[],AR/VR,94,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07335,8.11,"['AR/VR', 'IoT', 'Blockchain']",AI/ML,93,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07336,8.85,[],AR/VR,60,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07337,7.74,['Cloud Computing'],Embedded Systems,56,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07338,9.06,"['Cybersecurity', 'AI/ML']",Embedded Systems,71,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07339,9.23,"['IoT', 'Web Development']",IoT,67,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07340,5.44,"['AI/ML', 'Cloud Computing']",AR/VR,98,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07341,8.58,[],AR/VR,72,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07342,8.48,"['Cloud Computing', 'Blockchain', 'IoT']",Cybersecurity,87,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07343,8.94,[],Embedded Systems,96,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07344,5.32,"['AR/VR', 'Web Development', 'Cybersecurity']",Web Development,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07345,6.85,"['Cloud Computing', 'AR/VR', 'IoT']",Embedded Systems,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07346,6.95,"['AR/VR', 'Web Development', 'Blockchain']",Embedded Systems,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07347,8.1,"['Cybersecurity', 'Blockchain', 'AI/ML']",Cloud Computing,76,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07348,6.64,[],Blockchain,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07349,9.55,"['AR/VR', 'Cloud Computing']",AR/VR,60,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07350,8.95,[],AI/ML,67,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07351,7.03,"['Embedded Systems', 'Cybersecurity', 'Cloud Computing']",AI/ML,51,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07352,7.34,['Web Development'],Cloud Computing,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07353,7.2,[],AR/VR,62,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07354,8.34,[],AI/ML,59,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07355,7.17,['Cybersecurity'],Blockchain,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07356,5.15,"['Web Development', 'IoT']",IoT,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07357,6.21,[],AI/ML,76,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07358,6.87,['Cloud Computing'],Blockchain,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07359,8.07,['AI/ML'],IoT,78,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07360,5.35,"['AR/VR', 'AI/ML', 'Web Development']",IoT,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07361,7.07,['IoT'],AR/VR,69,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07362,9.93,"['Blockchain', 'Embedded Systems']",IoT,50,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07363,7.41,"['Cybersecurity', 'Cloud Computing', 'AR/VR']",IoT,91,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07364,9.29,"['IoT', 'Embedded Systems']",Blockchain,71,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07365,9.97,"['IoT', 'Web Development']",Blockchain,51,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07366,7.27,[],Cybersecurity,86,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07367,8.25,"['AR/VR', 'Cloud Computing', 'IoT']",Web Development,54,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07368,9.23,['Cloud Computing'],Web Development,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07369,7.5,[],AI/ML,98,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07370,7.02,[],Embedded Systems,71,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07371,8.11,"['Cloud Computing', 'IoT', 'Web Development']",AI/ML,75,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07372,8.28,"['IoT', 'Blockchain']",Embedded Systems,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07373,5.06,['IoT'],IoT,91,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07374,7.25,['AI/ML'],Blockchain,96,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07375,6.65,"['AI/ML', 'Embedded Systems', 'Web Development']",Cloud Computing,52,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07376,8.21,[],Embedded Systems,59,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07377,9.0,"['Embedded Systems', 'Cybersecurity', 'Web Development']",Embedded Systems,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07378,9.61,['IoT'],Web Development,60,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07379,8.76,['Blockchain'],Cybersecurity,99,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07380,6.14,"['Cloud Computing', 'Web Development', 'Embedded Systems']",Cybersecurity,81,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07381,7.94,[],AR/VR,98,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07382,9.58,[],AR/VR,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07383,6.94,"['Embedded Systems', 'Web Development']",Cybersecurity,84,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07384,9.33,"['AI/ML', 'Cybersecurity']",AR/VR,87,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07385,8.45,['Blockchain'],IoT,70,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07386,6.24,"['Blockchain', 'Cybersecurity', 'AI/ML']",Web Development,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07387,7.74,"['AI/ML', 'Cloud Computing']",Embedded Systems,77,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07388,7.91,"['Cloud Computing', 'Embedded Systems']",IoT,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07389,6.56,"['AI/ML', 'IoT', 'Cloud Computing']",Web Development,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07390,9.37,[],Blockchain,50,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07391,7.83,[],Web Development,75,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07392,6.89,['AR/VR'],IoT,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07393,8.11,['Cybersecurity'],Embedded Systems,83,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07394,6.57,"['Blockchain', 'AR/VR', 'Cybersecurity']",Web Development,80,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07395,9.67,"['Cloud Computing', 'AI/ML', 'Cybersecurity']",IoT,73,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07396,6.38,['Web Development'],AR/VR,62,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07397,8.39,['AI/ML'],IoT,96,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07398,7.09,"['Cybersecurity', 'IoT']",Blockchain,84,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07399,9.96,['IoT'],IoT,51,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07400,9.24,['Embedded Systems'],Web Development,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07401,6.66,"['AR/VR', 'Cybersecurity']",AI/ML,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07402,6.47,[],Cybersecurity,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07403,8.44,"['Embedded Systems', 'Cloud Computing', 'Cybersecurity']",AI/ML,88,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07404,5.46,"['Blockchain', 'Cybersecurity', 'Embedded Systems']",IoT,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07405,8.25,"['AI/ML', 'Embedded Systems', 'IoT']",IoT,84,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07406,7.69,"['AR/VR', 'Cybersecurity']",AI/ML,58,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07407,7.62,[],AR/VR,90,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07408,7.52,"['Web Development', 'AR/VR']",Cybersecurity,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07409,7.38,"['Web Development', 'Cybersecurity']",AI/ML,74,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07410,7.43,[],IoT,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07411,7.06,['Cloud Computing'],AI/ML,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07412,7.05,['AI/ML'],Web Development,73,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07413,5.06,[],AR/VR,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07414,7.21,"['Embedded Systems', 'AI/ML', 'Web Development']",Cybersecurity,66,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07415,9.19,['IoT'],Embedded Systems,97,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07416,7.82,[],Cybersecurity,66,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07417,5.26,"['IoT', 'Blockchain']",AI/ML,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07418,7.07,"['AR/VR', 'AI/ML', 'Web Development']",Cloud Computing,98,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07419,7.85,['AI/ML'],Embedded Systems,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07420,8.53,[],IoT,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07421,8.77,"['AI/ML', 'IoT', 'Blockchain']",Embedded Systems,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07422,9.24,"['AI/ML', 'Embedded Systems']",Blockchain,97,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07423,8.05,"['AR/VR', 'AI/ML']",Embedded Systems,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07424,7.45,"['Web Development', 'Cloud Computing', 'Embedded Systems']",IoT,97,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07425,9.76,['Embedded Systems'],Cybersecurity,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07426,9.22,[],Cybersecurity,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07427,6.94,['Web Development'],Cloud Computing,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07428,6.79,['Web Development'],Cloud Computing,65,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07429,5.94,"['Cybersecurity', 'AR/VR']",Cloud Computing,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07430,9.13,['Cloud Computing'],Cloud Computing,87,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S07431,6.06,"['Embedded Systems', 'IoT', 'Web Development']",Cybersecurity,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07432,6.17,[],IoT,78,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07433,7.54,"['AR/VR', 'AI/ML', 'Embedded Systems']",Blockchain,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S07434,7.51,['IoT'],Web Development,65,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
